INFO 2024-11-24 14:53:55,893 signals User teacher1 logged in.
INFO 2024-11-24 16:59:00,552 signals User admin logged in.
INFO 2024-11-24 16:59:00,713 signals User admin registered.
INFO 2024-11-24 16:59:00,862 signals User student_user registered.
INFO 2024-11-24 16:59:01,009 signals User admin logged in.
INFO 2024-11-24 16:59:01,155 signals User admin registered.
INFO 2024-11-24 16:59:01,301 signals User student_user registered.
INFO 2024-11-24 16:59:01,446 signals User admin logged in.
INFO 2024-11-24 16:59:01,595 signals User admin registered.
INFO 2024-11-24 16:59:01,740 signals User student_user registered.
INFO 2024-11-24 16:59:01,885 signals User admin logged in.
INFO 2024-11-24 16:59:02,031 signals User admin registered.
INFO 2024-11-24 16:59:02,189 signals User student_user registered.
INFO 2024-11-24 16:59:02,338 signals User admin logged in.
INFO 2024-11-24 16:59:02,486 signals User admin registered.
INFO 2024-11-24 16:59:02,637 signals User student_user registered.
INFO 2024-11-24 16:59:02,808 signals User admin logged in.
INFO 2024-11-24 16:59:02,959 signals User admin registered.
INFO 2024-11-24 16:59:03,102 signals User student_user registered.
INFO 2024-11-24 16:59:03,249 signals User admin logged in.
INFO 2024-11-24 17:02:30,176 signals User admin registered.
INFO 2024-11-24 17:02:30,322 signals User student_user registered.
INFO 2024-11-24 17:02:30,472 signals User admin logged in.
INFO 2024-11-24 17:02:30,628 signals User admin registered.
INFO 2024-11-24 17:02:30,778 signals User student_user registered.
INFO 2024-11-24 17:02:30,928 signals User admin logged in.
INFO 2024-11-24 17:02:31,080 signals User admin registered.
INFO 2024-11-24 17:02:31,227 signals User student_user registered.
INFO 2024-11-24 17:02:31,375 signals User admin logged in.
INFO 2024-11-24 17:02:31,520 signals User admin registered.
INFO 2024-11-24 17:02:31,669 signals User student_user registered.
INFO 2024-11-24 17:02:31,813 signals User admin logged in.
INFO 2024-11-24 17:02:31,959 signals User admin registered.
INFO 2024-11-24 17:02:32,105 signals User student_user registered.
INFO 2024-11-24 17:02:32,252 signals User admin logged in.
INFO 2024-11-24 17:02:32,399 signals User admin registered.
INFO 2024-11-24 17:02:32,542 signals User student_user registered.
INFO 2024-11-24 17:02:32,702 signals User admin logged in.
INFO 2024-11-24 17:02:32,849 signals User admin registered.
INFO 2024-11-24 17:02:32,994 signals User student_user registered.
INFO 2024-11-24 17:02:33,137 signals User admin logged in.
INFO 2024-11-24 17:05:53,391 signals User admin registered.
INFO 2024-11-24 17:05:53,548 signals User student_user registered.
INFO 2024-11-24 17:05:53,705 signals User admin logged in.
INFO 2024-11-24 17:05:53,866 signals User admin registered.
INFO 2024-11-24 17:05:54,010 signals User student_user registered.
INFO 2024-11-24 17:05:54,161 signals User admin logged in.
INFO 2024-11-24 17:05:54,330 signals User admin registered.
INFO 2024-11-24 17:05:54,479 signals User student_user registered.
INFO 2024-11-24 17:05:54,629 signals User admin logged in.
INFO 2024-11-24 17:05:54,781 signals User admin registered.
INFO 2024-11-24 17:05:54,932 signals User student_user registered.
INFO 2024-11-24 17:05:55,079 signals User admin logged in.
INFO 2024-11-24 17:05:55,225 signals User admin registered.
INFO 2024-11-24 17:05:55,374 signals User student_user registered.
INFO 2024-11-24 17:05:55,538 signals User admin logged in.
INFO 2024-11-24 17:05:55,688 signals User admin registered.
INFO 2024-11-24 17:05:55,835 signals User student_user registered.
INFO 2024-11-24 17:05:55,979 signals User admin logged in.
INFO 2024-11-24 17:05:56,127 signals User admin registered.
INFO 2024-11-24 17:05:56,275 signals User student_user registered.
INFO 2024-11-24 17:05:56,421 signals User admin logged in.
INFO 2024-11-24 17:06:50,742 signals User admin registered.
INFO 2024-11-24 17:06:50,888 signals User student_user registered.
INFO 2024-11-24 17:06:51,044 signals User admin logged in.
INFO 2024-11-24 17:06:51,202 signals User admin registered.
INFO 2024-11-24 17:06:51,344 signals User student_user registered.
INFO 2024-11-24 17:06:51,489 signals User admin logged in.
INFO 2024-11-24 17:06:51,639 signals User admin registered.
INFO 2024-11-24 17:06:51,783 signals User student_user registered.
INFO 2024-11-24 17:06:51,929 signals User admin logged in.
INFO 2024-11-24 17:06:52,074 signals User admin registered.
INFO 2024-11-24 17:06:52,217 signals User student_user registered.
INFO 2024-11-24 17:06:52,378 signals User admin logged in.
INFO 2024-11-24 17:06:52,529 signals User admin registered.
INFO 2024-11-24 17:06:52,671 signals User student_user registered.
INFO 2024-11-24 17:06:52,818 signals User admin logged in.
INFO 2024-11-24 17:06:52,969 signals User admin registered.
INFO 2024-11-24 17:06:53,113 signals User student_user registered.
INFO 2024-11-24 17:06:53,258 signals User admin logged in.
INFO 2024-11-24 17:06:53,404 signals User admin registered.
INFO 2024-11-24 17:06:53,551 signals User student_user registered.
INFO 2024-11-24 17:06:53,701 signals User admin logged in.
INFO 2024-11-24 17:10:15,435 signals User admin registered.
INFO 2024-11-24 17:10:15,588 signals User student_user registered.
INFO 2024-11-24 17:10:15,735 signals User teacher_user registered.
INFO 2024-11-24 17:10:15,892 signals User admin logged in.
INFO 2024-11-24 17:10:16,050 signals User admin registered.
INFO 2024-11-24 17:10:16,195 signals User student_user registered.
INFO 2024-11-24 17:10:16,341 signals User teacher_user registered.
INFO 2024-11-24 17:10:16,486 signals User admin logged in.
INFO 2024-11-24 17:10:16,640 signals User admin registered.
INFO 2024-11-24 17:10:16,788 signals User student_user registered.
INFO 2024-11-24 17:10:16,938 signals User teacher_user registered.
INFO 2024-11-24 17:10:17,086 signals User admin logged in.
INFO 2024-11-24 17:10:17,271 signals User admin registered.
INFO 2024-11-24 17:10:17,419 signals User student_user registered.
INFO 2024-11-24 17:10:17,564 signals User teacher_user registered.
INFO 2024-11-24 17:10:17,732 signals User admin logged in.
INFO 2024-11-24 17:10:17,887 signals User admin registered.
INFO 2024-11-24 17:10:18,045 signals User student_user registered.
INFO 2024-11-24 17:10:18,206 signals User teacher_user registered.
INFO 2024-11-24 17:10:18,360 signals User admin logged in.
INFO 2024-11-24 17:10:18,520 signals User admin registered.
INFO 2024-11-24 17:10:18,664 signals User student_user registered.
INFO 2024-11-24 17:10:18,806 signals User teacher_user registered.
INFO 2024-11-24 17:10:18,956 signals User admin logged in.
INFO 2024-11-24 17:10:19,099 signals User admin registered.
INFO 2024-11-24 17:10:19,242 signals User student_user registered.
INFO 2024-11-24 17:10:19,391 signals User teacher_user registered.
INFO 2024-11-24 17:10:19,552 signals User admin logged in.
INFO 2024-11-24 17:11:26,419 signals User admin registered.
INFO 2024-11-24 17:11:26,569 signals User student_user registered.
INFO 2024-11-24 17:11:26,718 signals User teacher_user registered.
INFO 2024-11-24 17:11:26,872 signals User teacher_user logged in.
INFO 2024-11-24 17:11:27,027 signals User admin registered.
INFO 2024-11-24 17:11:27,174 signals User student_user registered.
INFO 2024-11-24 17:11:27,327 signals User teacher_user registered.
INFO 2024-11-24 17:11:27,480 signals User teacher_user logged in.
INFO 2024-11-24 17:11:27,655 signals User admin registered.
INFO 2024-11-24 17:11:27,807 signals User student_user registered.
INFO 2024-11-24 17:11:27,958 signals User teacher_user registered.
INFO 2024-11-24 17:11:28,112 signals User teacher_user logged in.
INFO 2024-11-24 17:11:28,268 signals User admin registered.
INFO 2024-11-24 17:11:28,420 signals User student_user registered.
INFO 2024-11-24 17:11:28,566 signals User teacher_user registered.
INFO 2024-11-24 17:11:28,721 signals User teacher_user logged in.
INFO 2024-11-24 17:11:28,871 signals User admin registered.
INFO 2024-11-24 17:11:29,018 signals User student_user registered.
INFO 2024-11-24 17:11:29,162 signals User teacher_user registered.
INFO 2024-11-24 17:11:29,308 signals User teacher_user logged in.
INFO 2024-11-24 17:11:29,467 signals User admin registered.
INFO 2024-11-24 17:11:29,625 signals User student_user registered.
INFO 2024-11-24 17:11:29,773 signals User teacher_user registered.
INFO 2024-11-24 17:11:29,927 signals User teacher_user logged in.
INFO 2024-11-24 17:11:30,075 signals User admin registered.
INFO 2024-11-24 17:11:30,225 signals User student_user registered.
INFO 2024-11-24 17:11:30,374 signals User teacher_user registered.
INFO 2024-11-24 17:11:30,527 signals User teacher_user logged in.
INFO 2024-11-24 17:12:56,624 signals User admin registered.
INFO 2024-11-24 17:12:56,773 signals User student_user registered.
INFO 2024-11-24 17:12:56,922 signals User teacher_user registered.
INFO 2024-11-24 17:12:57,070 signals User teacher_user logged in.
INFO 2024-11-24 17:12:57,271 signals User admin registered.
INFO 2024-11-24 17:12:57,414 signals User student_user registered.
INFO 2024-11-24 17:12:57,559 signals User teacher_user registered.
INFO 2024-11-24 17:12:57,704 signals User teacher_user logged in.
INFO 2024-11-24 17:12:57,859 signals User admin registered.
INFO 2024-11-24 17:12:58,002 signals User student_user registered.
INFO 2024-11-24 17:12:58,145 signals User teacher_user registered.
INFO 2024-11-24 17:12:58,298 signals User teacher_user logged in.
INFO 2024-11-24 17:12:58,452 signals User admin registered.
INFO 2024-11-24 17:12:58,601 signals User student_user registered.
INFO 2024-11-24 17:12:58,745 signals User teacher_user registered.
INFO 2024-11-24 17:12:58,896 signals User teacher_user logged in.
INFO 2024-11-24 17:12:59,068 signals User admin registered.
INFO 2024-11-24 17:12:59,215 signals User student_user registered.
INFO 2024-11-24 17:12:59,359 signals User teacher_user registered.
INFO 2024-11-24 17:12:59,511 signals User teacher_user logged in.
INFO 2024-11-24 17:12:59,658 signals User admin registered.
INFO 2024-11-24 17:12:59,803 signals User student_user registered.
INFO 2024-11-24 17:12:59,950 signals User teacher_user registered.
INFO 2024-11-24 17:13:00,100 signals User teacher_user logged in.
INFO 2024-11-24 17:13:00,253 signals User admin registered.
INFO 2024-11-24 17:13:00,397 signals User student_user registered.
INFO 2024-11-24 17:13:00,541 signals User teacher_user registered.
INFO 2024-11-24 17:13:00,688 signals User teacher_user logged in.
INFO 2024-11-24 17:15:47,251 signals User admin registered.
INFO 2024-11-24 17:15:47,404 signals User student_user registered.
INFO 2024-11-24 17:15:47,551 signals User teacher_user registered.
INFO 2024-11-24 17:15:47,704 signals User teacher_user logged in.
INFO 2024-11-24 17:15:47,864 signals User admin registered.
INFO 2024-11-24 17:15:48,012 signals User student_user registered.
INFO 2024-11-24 17:15:48,155 signals User teacher_user registered.
INFO 2024-11-24 17:15:48,305 signals User teacher_user logged in.
INFO 2024-11-24 17:15:48,457 signals User admin registered.
INFO 2024-11-24 17:15:48,597 signals User student_user registered.
INFO 2024-11-24 17:15:48,738 signals User teacher_user registered.
INFO 2024-11-24 17:15:48,882 signals User teacher_user logged in.
INFO 2024-11-24 17:15:49,027 signals User admin registered.
INFO 2024-11-24 17:15:49,170 signals User student_user registered.
INFO 2024-11-24 17:15:49,322 signals User teacher_user registered.
INFO 2024-11-24 17:15:49,467 signals User teacher_user logged in.
INFO 2024-11-24 17:15:49,726 signals User admin registered.
INFO 2024-11-24 17:15:49,875 signals User student_user registered.
INFO 2024-11-24 17:15:50,019 signals User teacher_user registered.
INFO 2024-11-24 17:15:50,169 signals User teacher_user logged in.
INFO 2024-11-24 17:15:50,325 signals User admin registered.
INFO 2024-11-24 17:15:50,465 signals User student_user registered.
INFO 2024-11-24 17:15:50,606 signals User teacher_user registered.
INFO 2024-11-24 17:15:50,747 signals User teacher_user logged in.
INFO 2024-11-24 17:15:50,898 signals User admin registered.
INFO 2024-11-24 17:15:51,048 signals User student_user registered.
INFO 2024-11-24 17:15:51,191 signals User teacher_user registered.
INFO 2024-11-24 17:15:51,338 signals User teacher_user logged in.
INFO 2024-11-24 17:16:13,173 signals User admin registered.
INFO 2024-11-24 17:16:13,322 signals User student_user registered.
INFO 2024-11-24 17:16:13,466 signals User teacher_user registered.
INFO 2024-11-24 17:16:13,617 signals User teacher_user logged in.
INFO 2024-11-24 17:16:13,768 signals User admin logged in.
INFO 2024-11-24 17:16:13,921 signals User admin registered.
INFO 2024-11-24 17:16:14,077 signals User student_user registered.
INFO 2024-11-24 17:16:14,223 signals User teacher_user registered.
INFO 2024-11-24 17:16:14,373 signals User teacher_user logged in.
INFO 2024-11-24 17:16:14,528 signals User admin registered.
INFO 2024-11-24 17:16:14,677 signals User student_user registered.
INFO 2024-11-24 17:16:14,829 signals User teacher_user registered.
INFO 2024-11-24 17:16:14,977 signals User teacher_user logged in.
INFO 2024-11-24 17:16:15,126 signals User admin registered.
INFO 2024-11-24 17:16:15,277 signals User student_user registered.
INFO 2024-11-24 17:16:15,438 signals User teacher_user registered.
INFO 2024-11-24 17:16:15,586 signals User teacher_user logged in.
INFO 2024-11-24 17:16:15,760 signals User admin registered.
INFO 2024-11-24 17:16:15,912 signals User student_user registered.
INFO 2024-11-24 17:16:16,061 signals User teacher_user registered.
INFO 2024-11-24 17:16:16,210 signals User teacher_user logged in.
INFO 2024-11-24 17:16:16,360 signals User admin registered.
INFO 2024-11-24 17:16:16,508 signals User student_user registered.
INFO 2024-11-24 17:16:16,662 signals User teacher_user registered.
INFO 2024-11-24 17:16:16,808 signals User teacher_user logged in.
INFO 2024-11-24 17:16:16,957 signals User admin registered.
INFO 2024-11-24 17:16:17,104 signals User student_user registered.
INFO 2024-11-24 17:16:17,253 signals User teacher_user registered.
INFO 2024-11-24 17:16:17,400 signals User teacher_user logged in.
INFO 2024-11-24 17:19:48,084 signals User admin registered.
INFO 2024-11-24 17:19:48,454 signals User student_user registered.
INFO 2024-11-24 17:19:48,848 signals User teacher_user registered.
INFO 2024-11-24 17:19:49,280 signals User teacher_user logged in.
INFO 2024-11-24 17:19:49,709 signals User admin registered.
INFO 2024-11-24 17:19:50,100 signals User student_user registered.
INFO 2024-11-24 17:19:50,506 signals User teacher_user registered.
INFO 2024-11-24 17:19:50,896 signals User teacher_user logged in.
INFO 2024-11-24 17:19:51,253 signals User admin registered.
INFO 2024-11-24 17:19:51,545 signals User student_user registered.
INFO 2024-11-24 17:19:51,853 signals User teacher_user registered.
INFO 2024-11-24 17:19:52,116 signals User teacher_user logged in.
INFO 2024-11-24 17:19:52,369 signals User admin registered.
INFO 2024-11-24 17:19:52,615 signals User student_user registered.
INFO 2024-11-24 17:19:52,836 signals User teacher_user registered.
INFO 2024-11-24 17:19:53,062 signals User teacher_user logged in.
INFO 2024-11-24 17:19:53,315 signals User admin registered.
INFO 2024-11-24 17:19:53,543 signals User student_user registered.
INFO 2024-11-24 17:19:53,775 signals User teacher_user registered.
INFO 2024-11-24 17:19:54,033 signals User teacher_user logged in.
INFO 2024-11-24 17:19:54,262 signals User admin registered.
INFO 2024-11-24 17:19:54,486 signals User student_user registered.
INFO 2024-11-24 17:19:54,717 signals User teacher_user registered.
INFO 2024-11-24 17:19:54,951 signals User teacher_user logged in.
INFO 2024-11-24 17:19:55,208 signals User admin registered.
INFO 2024-11-24 17:19:55,460 signals User student_user registered.
INFO 2024-11-24 17:19:55,715 signals User teacher_user registered.
INFO 2024-11-24 17:19:55,964 signals User teacher_user logged in.
INFO 2024-11-24 17:21:37,528 signals User admin registered.
INFO 2024-11-24 17:21:37,785 signals User student_user registered.
INFO 2024-11-24 17:21:38,099 signals User teacher_user registered.
INFO 2024-11-24 17:21:38,532 signals User teacher_user logged in.
INFO 2024-11-24 17:21:38,936 signals User admin registered.
INFO 2024-11-24 17:21:39,435 signals User student_user registered.
INFO 2024-11-24 17:21:40,172 signals User teacher_user registered.
INFO 2024-11-24 17:21:41,305 signals User teacher_user logged in.
INFO 2024-11-24 17:21:42,061 signals User admin registered.
INFO 2024-11-24 17:21:42,780 signals User student_user registered.
INFO 2024-11-24 17:21:43,778 signals User teacher_user registered.
INFO 2024-11-24 17:21:44,188 signals User teacher_user logged in.
INFO 2024-11-24 17:21:44,350 signals User admin registered.
INFO 2024-11-24 17:21:44,510 signals User student_user registered.
INFO 2024-11-24 17:21:44,669 signals User teacher_user registered.
INFO 2024-11-24 17:21:44,828 signals User teacher_user logged in.
INFO 2024-11-24 17:21:45,017 signals User admin registered.
INFO 2024-11-24 17:21:45,185 signals User student_user registered.
